verse	verse_part	token	pos	lemma	lemma_filtered	voc	domain	subdomain
Ps_6_10	1	['εἰσήκουσεν', 'κύριος', 'τῆς', 'δεήσεώς', 'μου', 'κύριος', 'τὴν', 'προσευχήν', 'μου', 'προσεδέξατο']	['VERB', 'NOUN', 'DET', 'NOUN', 'PRON', 'NOUN', 'DET', 'NOUN', 'PRON', 'VERB']	['εισακουω', 'κυριος', 'ο', 'δεησις', 'μου', 'κυριος', 'ο', 'προσευχη', 'μου', 'προσδεχομαι']	['εισακουω', 'κυριος', 'δεησις', 'κυριος', 'προσευχη', 'προσδεχομαι']	['δεησις', 'εισακουω', 'κυριος', 'προσδεχομαι', 'προσευχη']	['Hold a View,Believe,Trust', 'Status', 'Communication', 'Supernatural Beings and Powers', 'Guide,Discipline,Follow', 'Possess,Transfer,Exchange', 'Control,Rule', 'Sensory Events and States', 'Existence in Space', 'Association']	['Supernatural Beings', 'High Status or Rank including persons of high status', 'Pray', 'Have,Possess,Property,Owner', 'Ask For,Request', 'Hear', 'Accept As True', 'Obey,Disobey', 'Welcome,Receive', 'Rule,Govern', 'Remain,Stay']
Ps_6_11	1	['αἰσχυνθείησαν', 'καὶ', 'ταραχθείησαν', 'σϕόδρα', 'πάντες', 'οἱ', 'ἐχθροί', 'μου']	['VERB', 'CON', 'VERB', 'CON', 'DET', 'DET', 'ADJ', 'PRON']	['αισχυνω', 'και', 'ταρασσω', 'σφοδρα', 'πας', 'ο', 'εχθρος', 'μου']	['αισχυνω', 'ταρασσω', 'σφοδρα', 'πας', 'εχθρος']	['αισχυνω', 'εχθρος', 'πας', 'σφοδρα', 'ταρασσω']	['Nature,Class,Example', 'Hostility,Strife', 'Quantity', 'Non-Linear Movement', 'Attitudes and Emotions', 'Time', 'Degree', 'Whole,Unite,Part,Divide']	['All,Any,Each,Every Totality', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Much,Little Positive-Negative Degree', 'Worry,Anxiety,Distress,Peace', 'Riot', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Opposition,Hostility', 'Class,Kind', 'Shame,Disgrace,Humiliation', 'Completely,Enough Completive Degree', 'Whole']
Ps_6_11	2	['ἀποστραϕείησαν', 'καὶ', 'καταισχυνθείησαν', 'σϕόδρα', 'διὰ', 'τάχους']	['CON', 'CON', 'VERB', 'PREP', 'PREP', 'NOUN']	['αποστρεφω', 'και', 'καταισχυνω', 'σφοδρα', 'δια', 'ταχος']	['αποστρεφω', 'καταισχυνω', 'σφοδρα', 'ταχος']	['αποστρεφω', 'καταισχυνω', 'σφοδρα', 'ταχος']	['Hold a View,Believe,Trust', 'Aspect', 'Moral and Ethical Qualities and Related Behavior', 'Help,Care For', 'Be,Become,Exist,Happen', 'Attitudes and Emotions', 'Time', 'Degree', 'Existence in Space', 'Association']	['Much,Little Positive-Negative Degree', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Change an Opinion Concerning Truth', 'Cease,Stop', 'Join,Begin To Associate', 'Change of State', 'Help', 'Shame,Disgrace,Humiliation', 'Put,Place', 'Licentiousness,Perversion']
Ps_7_1	1	['Ψαλμὸς', 'τῷ', 'Δαυιδ', 'ὃν', 'ᾖσεν', 'τῷ', 'κυρίῳ', 'ὑπὲρ', 'τῶν', 'λόγων', 'Χουσι', 'υἱοῦ', 'Ιεμενι']	['NOUN', 'DET', 'PROPN', 'PRON', 'VERB', 'DET', 'NOUN', 'PREP', 'DET', 'NOUN', 'PROPN', 'NOUN', 'PROPN']	['ψαλμος', 'ο', 'Δαβιδ', 'ος', 'αδω', 'ο', 'κυριος', 'υπερ', 'ο', 'λογος', 'Χουσι', 'υιος', 'Ιεμενι']	['ψαλμος', 'Δαβιδ', 'αδω', 'κυριος', 'λογος', 'Χουσι', 'υιος', 'Ιεμενι']	['Δαβιδ', 'Ιεμενι', 'Χουσι', 'αδω', 'κυριος', 'λογος', 'υιος', 'ψαλμος']	['Hold a View,Believe,Trust', 'Animals', 'Nature,Class,Example', 'Status', 'Communication', 'Be,Become,Exist,Happen', 'People', 'Courts and Legal Procedures', 'Supernatural Beings and Powers', 'Guide,Discipline,Follow', 'Possess,Transfer,Exchange', 'Think', 'Control,Rule', 'Kinship Terms', 'Relations', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Know']	['Human Beings', 'High Status or Rank including persons of high status', 'Have,Possess,Property,Owner', 'Have an Opinion,Hold a View', 'To Think,Thought', 'General', 'Follow,Be a Disciple', 'Preach,Proclaim', 'Class,Kind', 'Happen', 'Keep Records', 'Rule,Govern', 'Written Language', 'Sing,Lament', 'Speak,Talk', 'Supernatural Beings', 'Cause and/or Reason', 'Animals', 'Kinship Relations Involving Successive Generations', 'Known the content of knowledge', 'Accusation', 'Persons For Whom There Is Affectionate Concern', 'Socio-Political', 'Socio-Religious']
Ps_7_2	1	['Κύριε', 'ὁ', 'θεός', 'μου', 'ἐπὶ', 'σοὶ', 'ἤλπισα', 'σῶσόν', 'με', 'ἐκ', 'πάντων', 'τῶν', 'διωκόντων', 'με', 'καὶ', 'ῥῦσαί', 'με']	['NOUN', 'DET', 'NOUN', 'PRON', 'PREP', 'PRON', 'VERB', 'VERB', 'PRON', 'PREP', 'DET', 'DET', 'VERB', 'PRON', 'CON', 'VERB', 'PRON']	['κυριος', 'ο', 'θεος', 'μου', 'επι', 'σοι', 'ελπιζω', 'σωζω', 'με', 'εκ', 'πας', 'ο', 'διωκω', 'με', 'και', 'ρυομαι', 'με']	['κυριος', 'θεος', 'ελπιζω', 'σωζω', 'πας', 'διωκω', 'ρυομαι']	['διωκω', 'ελπιζω', 'θεος', 'κυριος', 'πας', 'ρυομαι', 'σωζω']	['Aspect', 'Degree', 'Nature,Class,Example', 'Danger,Risk,Safe,Save', 'Hostility,Strife', 'Status', 'Quantity', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Time', 'Think', 'Possess,Transfer,Exchange', 'Control,Rule', 'Whole,Unite,Part,Divide', 'Physiological Processes and States', 'Linear Movement', 'Relations']	['High Status or Rank including persons of high status', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Have,Possess,Property,Owner', 'Purpose', 'Hope,Look Forward To', 'Class,Kind', 'Health,Vigor,Strength', 'Rule,Govern', 'Whole', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Completely,Enough Completive Degree', 'Goal-Oriented Movement', 'To Think Concerning Future Contingencies', 'All,Any,Each,Every Totality', 'Do Intensely or Extensively', 'Supernatural Beings', 'Persecution', 'Pursue,Follow', 'Cause To Be Safe,Free from Danger', 'Save in a Religious Sense']
Ps_7_3	1	['μήποτε', 'ἁρπάσῃ', 'ὡς', 'λέων', 'τὴν', 'ψυχήν', 'μου', 'μὴ', 'ὄντος', 'λυτρουμένου', 'μηδὲ', 'σῴζοντος']	['ADV', 'VERB', 'ADV', 'NOUN', 'DET', 'NOUN', 'PRON', 'ADV', 'VERB', 'VERB', 'CON', 'VERB']	['μηποτε', 'αρπαζω', 'ως', 'λεων', 'ο', 'ψυχη', 'μου', 'μη', 'ειμι', 'λυτροω', 'μηδε', 'σωζω']	['μηποτε', 'αρπαζω', 'λεων', 'ψυχη', 'λυτροω', 'μηδε', 'σωζω']	['αρπαζω', 'λεων', 'λυτροω', 'μηδε', 'μηποτε', 'σωζω', 'ψυχη']	['Moral and Ethical Qualities and Related Behavior', 'Animals', 'Affirmation,Negation', 'Danger,Risk,Safe,Save', 'Hostility,Strife', 'Mode', 'People', 'Attitudes and Emotions', 'Time', 'Possess,Transfer,Exchange', 'Control,Rule', 'Attachment', 'Physiological Processes and States', 'Relations', 'Psychological Faculties']	['Human Beings', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Certain,Uncertain', 'Expose Oneself to Danger', 'Purpose', 'Control,Restrain', 'Attack', 'Steal,Rob', 'Health,Vigor,Strength', 'Grasp,Hold', 'Sorrow,Regret', 'Negation Combined with Clitics', 'Discouragement', 'Hate,Hateful', 'Animals', 'Release,Set Free', 'Live,Die', 'Cause To Be Safe,Free from Danger', 'Save in a Religious Sense']
Ps_7_4	1	['κύριε', 'ὁ', 'θεός', 'μου', 'εἰ', 'ἐποίησα', 'τοῦτο', 'εἰ', 'ἔστιν', 'ἀδικία', 'ἐν', 'χερσίν', 'μου']	['NOUN', 'DET', 'NOUN', 'PRON', 'CON', 'VERB', 'ADJ', 'CON', 'VERB', 'NOUN', 'PREP', 'NOUN', 'PRON']	['κυριος', 'ο', 'θεος', 'μου', 'ει', 'ποιεω', 'ουτος', 'ει', 'ειμι', 'αδικια', 'εν', 'χειρ', 'μου']	['κυριος', 'θεος', 'ποιεω', 'αδικια', 'χειρ']	['αδικια', 'θεος', 'κυριος', 'ποιεω', 'χειρ']	['Aspect', 'Moral and Ethical Qualities and Related Behavior', 'Case', 'Perform,Do', 'Status', 'People', 'Be,Become,Exist,Happen', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Possess,Transfer,Exchange', 'Control,Rule', 'Physiological Processes and States', 'Power,Force', 'Behavior and Related States', 'Body,Body Parts,and Body Products']	['Human Beings', 'High Status or Rank including persons of high status', 'Ripen,Produce Fruit,Bear Seed', 'Have,Possess,Property,Owner', 'State', 'Agent of a Numerable Event', 'Control,Restrain', 'Make,Create', 'Behavior,Conduct', 'Earn,Gain,Do Business', 'Parts of the Body', 'Agent,Personal or Nonpersonal,Causative or Immediate,Direct or Indirect', 'Exist', 'Rule,Govern', 'Acceptable To,To Be Pleased With', 'Just,Righteous', 'Seize,Take into Custody', 'Assign to a Role or Function', 'Do,Perform', 'Begin,Start', 'Supernatural Beings', 'Work,Toil']
Ps_7_5	1	['εἰ', 'ἀνταπέδωκα', 'τοῖς', 'ἀνταποδιδοῦσίν', 'μοι', 'κακά', 'ἀποπέσοιν', 'ἄρα', 'ἀπὸ', 'τῶν', 'ἐχθρῶν', 'μου', 'κενός']	['CON', 'VERB', 'DET', 'VERB', 'PRON', 'ADJ', 'ADJ', 'ADV', 'PREP', 'DET', 'ADJ', 'PRON', 'ADJ']	['ει', 'ανταποδιδωμι', 'ο', 'ανταποδιδωμι', 'μοι', 'κακος', 'αποπιπτω', 'αρα', 'απο', 'ο', 'εχθρος', 'μου', 'κενος']	['ανταποδιδωμι', 'ανταποδιδωμι', 'κακος', 'αποπιπτω', 'εχθρος', 'κενος']	['ανταποδιδωμι', 'αποπιπτω', 'εχθρος', 'κακος', 'κενος']	['Punish,Reward', 'Moral and Ethical Qualities and Related Behavior', 'Hostility,Strife', 'Violence,Harm,Destroy,Kill', 'True,False', 'Value', 'Understand', 'Possess,Transfer,Exchange', 'Linear Movement', 'Relations']	['Reward,Recompense', 'Opposition,Hostility', 'True,False', 'Result', 'Harm,Wound', 'Lack of Capacity for Understanding', 'Pay,Price,Cost', 'Purpose', 'Need,Lack', 'Good,Bad', 'Bad,Evil,Harmful,Damaging', 'Fall', 'Accurate,Inaccurate']
Ps_7_6	1	['καταδιώξαι', 'ἄρα', 'ὁ', 'ἐχθρὸς', 'τὴν', 'ψυχήν', 'μου']	['VERB', 'ADV', 'DET', 'ADJ', 'DET', 'NOUN', 'PRON']	['καταδιωκω', 'αρα', 'ο', 'εχθρος', 'ο', 'ψυχη', 'μου']	['καταδιωκω', 'εχθρος', 'ψυχη']	['εχθρος', 'καταδιωκω', 'ψυχη']	['Moral and Ethical Qualities and Related Behavior', 'Animals', 'Danger,Risk,Safe,Save', 'Hostility,Strife', 'People', 'Attitudes and Emotions', 'Learn', 'Physiological Processes and States', 'Psychological Faculties']	['Sorrow,Regret', 'Human Beings', 'Animals', 'Opposition,Hostility', 'Expose Oneself to Danger', 'Live,Die', 'Discouragement', 'Hate,Hateful', 'Try To Learn', 'Cause To Be Safe,Free from Danger']
Ps_7_6	2	['καὶ', 'καταλάβοι', 'καὶ', 'καταπατήσαι', 'εἰς', 'γῆν', 'τὴν', 'ζωήν', 'μου', 'καὶ', 'τὴν', 'δόξαν', 'μου', 'εἰς', 'χοῦν', 'κατασκηνώσαι']	['CON', 'VERB', 'CON', 'VERB', 'PREP', 'NOUN', 'DET', 'NOUN', 'PRON', 'CON', 'DET', 'NOUN', 'PRON', 'PREP', 'NOUN', 'VERB']	['και', 'καταλαμβανω', 'και', 'καταπατεω', 'εις', 'γη', 'ο', 'ζωη', 'μου', 'και', 'ο', 'δοξα', 'μου', 'εις', 'χους', 'κατασκηνοω']	['καταλαμβανω', 'καταπατεω', 'γη', 'ζωη', 'δοξα', 'χους', 'κατασκηνοω']	['γη', 'δοξα', 'ζωη', 'καταλαμβανω', 'καταπατεω', 'κατασκηνοω', 'χους']	['People', 'Learn', 'Natural Substances', 'Geographical Objects and Features', 'Status', 'Communication', 'Hostility,Strife', 'Understand', 'Features of Objects', 'Possess,Transfer,Exchange', 'Physical Events and States', 'Power,Force', 'Be,Become,Exist,Happen', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Artifacts', 'Moral and Ethical Qualities and Related Behavior', 'Control,Rule', 'Physiological Processes and States', 'Physical Impact']	['Human Beings', 'High Status or Rank including persons of high status', 'The Earths Surface', 'Praise', 'Learn', 'Supernatural Powers', 'Control,Restrain', 'Universe,Creation', 'Light', 'Containers', 'Sociopolitical Areas', 'Honor or Respect in Relation to Status', 'Take,Obtain,Gain,Lose', 'Attack', 'Earth,Mud,Sand,Rock', 'Despise,Scorn,Contempt', 'Happen', 'Regions Above the Earth', 'Land in Contrast With the Sea', 'Press', 'Seize,Take into Custody', 'Pride legitimate', 'Live,Die', 'Come To Understand', 'Glorious']
Ps_7_6	3	['διάψαλμα']	['NOUN']	['διαψαλμα']	['διαψαλμα']	['διαψαλμα']	['Behavior and Related States']	['Prostrate as an Act of Reverence or Supplication', 'Worship,Reverence']
Ps_7_7	1	['ἀνάστηθι', 'κύριε', 'ἐν', 'ὀργῇ', 'σου', 'ὑψώθητι', 'ἐν', 'τοῖς', 'πέρασι', 'τῶν', 'ἐχθρῶν', 'μου']	['VERB', 'NOUN', 'PREP', 'NOUN', 'PRON', 'VERB', 'PREP', 'DET', 'NOUN', 'DET', 'ADJ', 'PRON']	['ανιστημι', 'κυριος', 'εν', 'οργη', 'σου', 'υψοω', 'εν', 'ο', 'περας', 'ο', 'εχθρος', 'μου']	['ανιστημι', 'κυριος', 'οργη', 'υψοω', 'περας', 'εχθρος']	['ανιστημι', 'εχθρος', 'κυριος', 'οργη', 'περας', 'υψοω']	['Moral and Ethical Qualities and Related Behavior', 'Punish,Reward', 'Space', 'Spacial Dimensions', 'Hostility,Strife', 'Status', 'Be,Become,Exist,Happen', 'Stances and Events Related to Stances', 'Sequence', 'Supernatural Beings and Powers', 'Possess,Transfer,Exchange', 'Control,Rule', 'Physiological Processes and States', 'Linear Movement']	['Supernatural Beings', 'High Status or Rank including persons of high status', 'Rebellion', 'Opposition,Hostility', 'Leave,Depart,Flee,Escape,Send', 'Have,Possess,Property,Owner', 'Punish', 'Limits,Boundaries of Space', 'High,Low,Deep', 'Anger,Be Indignant With', 'Live,Die', 'Birth,Procreation', 'Stand', 'Exist', 'Rule,Govern']
Ps_7_7	2	['ἐξεγέρθητι', 'κύριε', 'ὁ', 'θεός', 'μου', 'ἐν', 'προστάγματι', 'ᾧ', 'ἐνετείλω']	['VERB', 'NOUN', 'DET', 'NOUN', 'PRON', 'PREP', 'NOUN', 'PRON', 'VERB']	['εξεγειρω', 'κυριος', 'ο', 'θεος', 'μου', 'εν', 'προσταγμα', 'ος', 'εντελλομαι']	['εξεγειρω', 'κυριος', 'θεος', 'προσταγμα', 'εντελλομαι']	['εντελλομαι', 'εξεγειρω', 'θεος', 'κυριος', 'προσταγμα']	['Status', 'Communication', 'Be,Become,Exist,Happen', 'Supernatural Beings and Powers', 'Possess,Transfer,Exchange', 'Control,Rule', 'Physiological Processes and States']	['Supernatural Beings', 'High Status or Rank including persons of high status', 'Have,Possess,Property,Owner', 'Command,Order', 'Live,Die', 'Exist', 'Rule,Govern']
Ps_7_8	1	['καὶ', 'συναγωγὴ', 'λαῶν', 'κυκλώσει', 'σε', 'καὶ', 'ὑπὲρ', 'ταύτης', 'εἰς', 'ὕψος', 'ἐπίστρεψον']	['CON', 'NOUN', 'NOUN', 'VERB', 'PRON', 'CON', 'PREP', 'ADJ', 'PREP', 'NOUN', 'VERB']	['και', 'συναγωγη', 'λαος', 'κυκλοω', 'σε', 'και', 'υπερ', 'ουτος', 'εις', 'υψος', 'επιστρεφω']	['συναγωγη', 'λαος', 'κυκλοω', 'υψος', 'επιστρεφω']	['επιστρεφω', 'κυκλοω', 'λαος', 'συναγωγη', 'υψος']	['Hold a View,Believe,Trust', 'Spacial Dimensions', 'Status', 'Non-Linear Movement', 'Attitudes and Emotions', 'Constructions', 'Physical Events and States', 'Linear Movement', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Behavior and Related States', 'Geographical Objects and Features']	['General', 'High Status or Rank including persons of high status', 'Acceptable To,To Be Pleased With', 'Buildings', 'Go Around,Surround', 'Change an Opinion Concerning Truth', 'Low Status or Rank including persons of low status', 'High,Low,Deep', 'Return', 'Change Behavior', 'Socio-Political', 'Light', 'Socio-Religious', 'Regions Above the Earth']
Ps_7_9	1	['κύριος', 'κρινεῖ', 'λαούς', 'κρῖνόν', 'με', 'κύριε', 'κατὰ', 'τὴν', 'δικαιοσύνην', 'μου', 'καὶ', 'κατὰ', 'τὴν', 'ἀκακίαν', 'μου', 'ἐπ', 'ἐμοί']	['NOUN', 'VERB', 'NOUN', 'VERB', 'PRON', 'NOUN', 'PREP', 'DET', 'NOUN', 'PRON', 'CON', 'PREP', 'DET', 'NOUN', 'PRON', 'PREP', 'PRON']	['κυριος', 'κρινω', 'λαος', 'κρινω', 'με', 'κυριος', 'κατα', 'ο', 'δικαιοσυνη', 'μου', 'και', 'κατα', 'ο', 'ακακια', 'μου', 'επι', 'εμοι']	['κυριος', 'κρινω', 'λαος', 'κρινω', 'κυριος', 'δικαιοσυνη', 'ακακια']	['ακακια', 'δικαιοσυνη', 'κρινω', 'κυριος', 'λαος']	['Hold a View,Believe,Trust', 'Moral and Ethical Qualities and Related Behavior', 'Religious Activities', 'Status', 'Courts and Legal Procedures', 'Supernatural Beings and Powers', 'Think', 'Possess,Transfer,Exchange', 'Control,Rule', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Association']	['To Distinguish,To Evaluate,To Judge', 'Establish or Confirm a Relation', 'To Decide,To Conclude', 'To Choose,To Select,To Prefer', 'Supernatural Beings', 'High Status or Rank including persons of high status', 'Have,Possess,Property,Owner', 'General', 'Low Status or Rank including persons of low status', 'Just,Righteous', 'Give', 'Have an Opinion,Hold a View', 'Religious Practice', 'Holy,Pure', 'Judge,Condemn,Acquit', 'Socio-Political', 'Rule,Govern', 'Socio-Religious']
Ps_7_10	1	['συντελεσθήτω', 'δὴ', 'πονηρία', 'ἁμαρτωλῶν', 'καὶ', 'κατευθυνεῖς', 'δίκαιον', 'ἐτάζων', 'καρδίας', 'καὶ', 'νεϕροὺς', 'ὁ', 'θεός']	['VERB', 'ADV', 'NOUN', 'ADJ', 'CON', 'VERB', 'ADJ', 'VERB', 'NOUN', 'CON', 'DET', 'CON', 'NOUN']	['συντελεω', 'δη', 'πονηρια', 'αμαρτωλος', 'και', 'κατευθυνω', 'δικαιος', 'εταζω', 'καρδια', 'και', 'νεφρος', 'ο', 'θεος']	['συντελεω', 'πονηρια', 'αμαρτωλος', 'κατευθυνω', 'δικαιος', 'εταζω', 'καρδια', 'νεφρος', 'θεος']	['αμαρτωλος', 'δικαιος', 'εταζω', 'θεος', 'καρδια', 'κατευθυνω', 'νεφρος', 'πονηρια', 'συντελεω']	['Aspect', 'Moral and Ethical Qualities and Related Behavior', 'Be,Become,Exist,Happen', 'Attitudes and Emotions', 'Spacial Positions', 'Supernatural Beings and Powers', 'Guide,Discipline,Follow', 'Time', 'Think', 'Control,Rule', 'Proper,Improper', 'Learn', 'Psychological Faculties', 'Behavior and Related States', 'Association']	['A Point of Time with Reference to Duration of Time: Beginning,End', 'Courage,Boldness', 'To Think,Thought', 'Be Willing To Learn', 'Establish or Confirm a Relation', 'Behavior,Conduct', 'Among,Between,In,Inside', 'Exist', 'Sin,Wrongdoing,Guilt', 'Sorrow,Regret', 'To Decide,To Conclude', 'Just,Righteous', 'Holy,Pure', 'Try To Learn', 'Complete,Finish,Succeed', 'Desire,Want,Wish', 'Supernatural Beings', 'Love,Affection,Compassion', 'Guide,Lead', 'Bad,Evil,Harmful,Damaging']
Ps_7_11	1	['δικαία', 'ἡ', 'βοήθειά', 'μου', 'παρὰ', 'τοῦ', 'θεοῦ', 'τοῦ', 'σῴζοντος', 'τοὺς', 'εὐθεῖς', 'τῇ', 'καρδίᾳ']	['ADJ', 'DET', 'NOUN', 'PRON', 'PREP', 'DET', 'NOUN', 'DET', 'VERB', 'DET', 'ADJ', 'DET', 'NOUN']	['δικαιος', 'ο', 'βοηθεια', 'μου', 'παρα', 'ο', 'θεος', 'ο', 'σωζω', 'ο', 'ευθυς', 'ο', 'καρδια']	['δικαιος', 'βοηθεια', 'θεος', 'σωζω', 'ευθυς', 'καρδια']	['βοηθεια', 'δικαιος', 'ευθυς', 'θεος', 'καρδια', 'σωζω']	['Help,Care For', 'Moral and Ethical Qualities and Related Behavior', 'Danger,Risk,Safe,Save', 'Attitudes and Emotions', 'Spacial Positions', 'Supernatural Beings and Powers', 'Features of Objects', 'Time', 'Think', 'Learn', 'Proper,Improper', 'Physiological Processes and States', 'Psychological Faculties', 'Association']	['Cause To Be Safe,Free from Danger', 'Sorrow,Regret', 'Establish or Confirm a Relation', 'To Decide,To Conclude', 'Straight,Crooked', 'Supernatural Beings', 'Just,Righteous', 'Love,Affection,Compassion', 'Courage,Boldness', 'Holy,Pure', 'Among,Between,In,Inside', 'Health,Vigor,Strength', 'Help', 'To Think,Thought', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'Be Willing To Learn', 'Save in a Religious Sense']
Ps_7_12	1	['ὁ', 'θεὸς', 'κριτὴς', 'δίκαιος', 'καὶ', 'ἰσχυρὸς', 'καὶ', 'μακρόθυμος', 'μὴ', 'ὀργὴν', 'ἐπάγων', 'καθ', 'ἑκάστην', 'ἡμέραν']	['DET', 'NOUN', 'NOUN', 'ADJ', 'CON', 'ADJ', 'CON', 'ADJ', 'ADV', 'NOUN', 'VERB', 'PREP', 'ADJ', 'NOUN']	['ο', 'θεος', 'κριτης', 'δικαιος', 'και', 'ισχυρος', 'και', 'μακροθυμος', 'μη', 'οργη', 'επαγω', 'κατα', 'εκαστος', 'ημερα']	['θεος', 'κριτης', 'δικαιος', 'ισχυρος', 'μακροθυμος', 'οργη', 'επαγω', 'εκαστος', 'ημερα']	['δικαιος', 'εκαστος', 'επαγω', 'ημερα', 'θεος', 'ισχυρος', 'κριτης', 'μακροθυμος', 'οργη']	['Moral and Ethical Qualities and Related Behavior', 'Punish,Reward', 'Status', 'Quantity', 'Be,Become,Exist,Happen', 'Courts and Legal Procedures', 'Supernatural Beings and Powers', 'Features of Objects', 'Time', 'Proper,Improper', 'Physical Events and States', 'Degree', 'Power,Force', 'Association']	['All,Any,Each,Every Totality', 'Establish or Confirm a Relation', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Supernatural Beings', 'Much,Little Positive-Negative Degree', 'High Status or Rank including persons of high status', 'Punish', 'Just,Righteous', 'Anger,Be Indignant With', 'State', 'Court of Justice', 'Judge,Condemn,Acquit', 'Strong,Weak', 'Indefinite Units of Time: Age,Lifetime,Interval,Period', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'Light', 'Definite Units of Time: Year,Month,Week,Day,Hour', 'Patience,Endurance,Perseverance']
Ps_7_13	1	['ἐὰν', 'μὴ', 'ἐπιστραϕῆτε', 'τὴν', 'ῥομϕαίαν', 'αὐτοῦ', 'στιλβώσει', 'τὸ', 'τόξον', 'αὐτοῦ', 'ἐνέτεινεν', 'καὶ', 'ἡτοίμασεν', 'αὐτὸ']	['CON', 'ADV', 'DET', 'DET', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'CON', 'VERB', 'PRON']	['εαν', 'μη', 'επιστρεφω', 'ο', 'ρομφαια', 'αυτος', 'στιλβω', 'ο', 'τοξον', 'αυτος', 'εντεινω', 'και', 'ετοιμαζω', 'αυτος']	['επιστρεφω', 'ρομφαια', 'στιλβω', 'τοξον', 'εντεινω', 'ετοιμαζω']	['εντεινω', 'επιστρεφω', 'ετοιμαζω', 'ρομφαια', 'στιλβω', 'τοξον']	['Hold a View,Believe,Trust', 'Ready,Prepared', 'Non-Linear Movement', 'Attitudes and Emotions', 'Military Activities', 'Physical Events and States', 'Linear Movement', 'Behavior and Related States', 'Artifacts']	['Sorrow,Regret', 'Acceptable To,To Be Pleased With', 'To Fight', 'Change an Opinion Concerning Truth', 'Weapons and Armor', 'Extension Along a Path', 'Light', 'Return', 'Change Behavior', 'Extension To a Goal', 'Be Ready To Learn,Pay Attention']
Ps_7_14	1	['καὶ', 'ἐν', 'αὐτῷ', 'ἡτοίμασεν', 'σκεύη', 'θανάτου', 'τὰ', 'βέλη', 'αὐτοῦ', 'τοῖς', 'καιομένοις', 'ἐξειργάσατο']	['CON', 'PREP', 'PRON', 'VERB', 'NOUN', 'NOUN', 'DET', 'NOUN', 'PRON', 'DET', 'VERB', 'VERB']	['και', 'εν', 'αυτος', 'ετοιμαζω', 'σκευος', 'θανατος', 'ο', 'βελος', 'αυτος', 'ο', 'καιω', 'εξεργαζομαι']	['ετοιμαζω', 'σκευος', 'θανατος', 'βελος', 'καιω', 'εξεργαζομαι']	['βελος', 'εξεργαζομαι', 'ετοιμαζω', 'θανατος', 'καιω', 'σκευος']	['People', 'Body,Body Parts,and Body Products', 'Possess,Transfer,Exchange', 'Physiological Processes and States', 'Physical Events and States', 'Kinship Terms', 'Ready,Prepared', 'Behavior and Related States', 'Artifacts']	['Do Intensely or Extensively', 'Human Beings', 'Body', 'Sexual Relations', 'Have,Possess,Property,Owner', 'Sickness,Disease,Weakness', 'Kinship Relations Based upon Marriage', 'Burning', 'Live,Die', 'Weapons and Armor', 'Artifacts General Meaning', 'Be Ready To Learn,Pay Attention', 'Containers']
Ps_7_15	1	['ἰδοὺ', 'ὠδίνησεν', 'ἀδικίαν', 'συνέλαβεν', 'πόνον', 'καὶ', 'ἔτεκεν', 'ἀνομίαν']	['INTJ', 'VERB', 'NOUN', 'VERB', 'NOUN', 'CON', 'VERB', 'NOUN']	['ιδου', 'ωδινω', 'αδικια', 'συλλαμβανω', 'πονος', 'και', 'τικτω', 'ανομια']	['ιδου', 'ωδινω', 'αδικια', 'συλλαμβανω', 'πονος', 'τικτω', 'ανομια']	['αδικια', 'ανομια', 'ιδου', 'πονος', 'συλλαμβανω', 'τικτω', 'ωδινω']	['Help,Care For', 'Moral and Ethical Qualities and Related Behavior', 'Perform,Do', 'Communication', 'Control,Rule', 'Physiological Processes and States', 'Sensory Events and States']	['Grow,Growth', 'Pain,Suffering', 'Work,Toil', 'Just,Righteous', 'Seize,Take into Custody', 'Birth,Procreation', 'Help', 'See', 'Act Lawlessly']
