Ps	Verse	Part	Text	Trad
34	3		ἔκχεον ῥομϕαίαν καὶ σύγκλεισον ἐξ ἐναντίας τῶν καταδιωκόντων με· εἰπὸν τῇ ψυχῇ μου Σωτηρία σου ἐγώ εἰμι.	Tire le glaive et ferme la voie à ceux qui me poursuivent ; dis à mon âme : Je suis ton salut.
34	4	a	αἰσχυνθήτωσαν καὶ ἐντραπήτωσαν οἱ ζητοῦντες τὴν ψυχήν μου, 	Que ceux qui en veulent à ma vie soient confondus et frappés de crainte ; 
34	4	b	ἀποστραϕήτωσαν εἰς τὰ ὀπίσω καὶ καταισχυνθήτωσαν οἱ λογιζόμενοί μοι κακά.	que ceux qui pensent à mal contre moi soient confondus et mis en fuite.
34	5		γενηθήτωσαν ὡσεὶ χνοῦς κατὰ πρόσωπον ἀνέμου, καὶ ἄγγελος κυρίου ἐκθλίβων αὐτούς·	Qu'ils soient comme la poussière devant la face des vents ; que l'ange du Seigneur les arrête.
34	6		γενηθήτω ἡ ὁδὸς αὐτῶν σκότος καὶ ὀλίσθημα, καὶ ἄγγελος κυρίου καταδιώκων αὐτούς·	Que leur voie soit ténébreuse et glissante ; que l'ange du Seigneur les poursuive.
34	7		ὅτι δωρεὰν ἔκρυψάν μοι διαϕθορὰν παγίδος αὐτῶν, μάτην ὠνείδισαν τὴν ψυχήν μου.	Parce que sans motif ils ont caché pour moi la mort dans un piège, et que sans motif ils ont fait des outrages à mon âme :
34	8	a	ἐλθέτω αὐτοῖς παγίς, ἣν οὐ γινώσκουσιν, καὶ ἡ θήρα, ἣν ἔκρυψαν, συλλαβέτω αὐτούς, 	Qu'un filet inconnu tombe sur eux ; que les lacs qu'ils ont cachés les prennent ; qu'ils trébuchent dans leurs propres pièges.
34	8	b	καὶ ἐν τῇ παγίδι πεσοῦνται ἐν αὐτῇ.	Qu'un filet inconnu tombe sur eux ; que les lacs qu'ils ont cachés les prennent ; qu'ils trébuchent dans leurs propres pièges.
34	9		ἡ δὲ ψυχή μου ἀγαλλιάσεται ἐπὶ τῷ κυρίῳ, τερϕθήσεται ἐπὶ τῷ σωτηρίῳ αὐτοῦ·	Et mon âme mettra sa joie dans le Seigneur ; elle se délectera dans son salut.
34	10	a	πάντα τὰ ὀστᾶ μου ἐροῦσιν Κύριε, τίς ὅμοιός σοι;	Tous mes os diront : Seigneur qui est semblable à toi ?
34	10	b	 ῥυόμενος πτωχὸν ἐκ χειρὸς στερεωτέρων αὐτοῦ καὶ πτωχὸν καὶ πένητα ἀπὸ τῶν διαρπαζόντων αὐτόν.	 Tu sauves l'indigent de mains plus fortes que lui ; tu protèges le mendiant et le pauvre contre ceux qui le pillent.
34	11		ἀναστάντες μάρτυρες ἄδικοι ἃ οὐκ ἐγίνωσκον ἠρώτων με·	De faux témoins se sont levés, et ils m'ont questionné sur ce que je ne savais pas.
34	12		ἀνταπεδίδοσάν μοι πονηρὰ ἀντὶ καλῶν καὶ ἀτεκνίαν τῇ ψυχῇ μου.	Ils me rendaient le mal pour le bien ; ils ont desséché ma vie.
34	13	a	ἐγὼ δὲ ἐν τῷ αὐτοὺς παρενοχλεῖν μοι ἐνεδυόμην σάκκον 	Et moi, tandis qu'ils me tourmentaient, je me suis couvert d'un cilice ; 
34	13	b	καὶ ἐταπείνουν ἐν νηστείᾳ τὴν ψυχήν μου, καὶ ἡ προσευχή μου εἰς κόλπον μου ἀποστραϕήσεται.	j'ai mortifié mon âme par le jeûne, et ma prière retournera en mon sein.
34	14		ὡς πλησίον, ὡς ἀδελϕὸν ἡμέτερον, οὕτως εὐηρέστουν· ὡς πενθῶν καὶ σκυθρωπάζων, οὕτως ἐταπεινούμην.	Je me complaisais en eux comme en un ami ou en mon frère ; je m'étais humilié comme si j'eusse été dans le deuil et la tristesse.
34	15	a	καὶ κατ’ ἐμοῦ ηὐϕράνθησαν καὶ συνήχθησαν, συνήχθησαν ἐπ’ ἐμὲ μάστιγες, καὶ οὐκ ἔγνων, 	Et ils se réjouissaient contre moi, et ils s'assemblaient et réunissaient leurs forces contre moi, et je n'en savais rien ; ils ont été dissipés, mais non contrits ;
34	15	b	διεσχίσθησαν καὶ οὐ κατενύγησαν.	Et ils se réjouissaient contre moi, et ils s'assemblaient et réunissaient leurs forces contre moi, et je n'en savais rien ; ils ont été dissipés, mais non contrits ;
34	16		ἐπείρασάν με, ἐξεμυκτήρισάν με μυκτηρισμόν, ἔβρυξαν ἐπ’ ἐμὲ τοὺς ὀδόντας αὐτῶν.	Ils m'ont tenté ; ils ont ricané avec grand mépris ; ils ont grincé des dents sur moi.
34	17		κύριε, πότε ἐπόψῃ; ἀποκατάστησον τὴν ψυχήν μου ἀπὸ τῆς κακουργίας αὐτῶν, ἀπὸ λεόντων τὴν μονογενῆ μου.	Seigneur, quand regarderas-tu vers moi ? Sauve mon âme de leur malice ; délivre des lions mon âme abandonnée.
34	18		ἐξομολογήσομαί σοι, κύριε, ἐν ἐκκλησίᾳ πολλῇ, ἐν λαῷ βαρεῖ αἰνέσω σε.	Je te rendrai gloire en une église nombreuse ; je te louerai au milieu d'un grand peuple.
34	19		μὴ ἐπιχαρείησάν μοι οἱ ἐχθραίνοντές μοι ἀδίκως, οἱ μισοῦντές με δωρεὰν καὶ διανεύοντες ὀϕθαλμοῖς.	Que ne je vois point la joie de ceux qui m'attaquent injustement, qui me haïssent sans raison et me regardent d'un œil méprisant.
34	20		ὅτι ἐμοὶ μὲν εἰρηνικὰ ἐλάλουν καὶ ἐπ’ ὀργὴν δόλους διελογίζοντο	Ils m'ont parlé pacifiquement ; mais dans leur colère ils songeaient à me tromper.
34	21		καὶ ἐπλάτυναν ἐπ’ ἐμὲ τὸ στόμα αὐτῶν, εἶπαν Εὖγε εὖγε, εἶδαν οἱ ὀϕθαλμοὶ ἡμῶν.	Ils ont dilaté contre moi leur bouche, et ils ont dit : Bien, bien, nos yeux ont vu.
34	22		εἶδες, κύριε, μὴ παρασιωπήσῃς, κύριε, μὴ ἀποστῇς ἀπ’ ἐμοῦ·	Toi aussi, Seigneur, tu as vu ; ne gardez pas le silence, Seigneur ; ne t'éloigne pas de moi.
34	23		ἐξεγέρθητι, κύριε, καὶ πρόσχες τῇ κρίσει μου, ὁ θεός μου καὶ ὁ κύριός μου, εἰς τὴν δίκην μου.	Lève-toi, Seigneur, applique-toi à mon jugement ; mon Seigneur et mon Dieu, sois attentif à ma cause.
34	24		κρῖνόν με κατὰ τὴν δικαιοσύνην σου, κύριε ὁ θεός μου, καὶ μὴ ἐπιχαρείησάν μοι·	Juge-moi, Seigneur, selon ta justice, mon Seigneur et mon Dieu, et qu'ils ne fassent pas de moi leur joie ;
34	25		μὴ εἴπαισαν ἐν καρδίαις αὐτῶν Εὖγε εὖγε τῇ ψυχῇ ἡμῶν· μηδὲ εἴπαισαν Κατεπίομεν αὐτόν.	Qu'ils ne disent point en leur cœur : Bien, cela plaît à notre âme ; qu'ils ne disent point : Nous l'avons dévoré.
34	26	a	αἰσχυνθείησαν καὶ ἐντραπείησαν ἅμα οἱ ἐπιχαίροντες τοῖς κακοῖς μου,	Que ceux qui se sont réjouis de mes maux soient confondus et honteux ;
34	26	b	 ἐνδυσάσθωσαν αἰσχύνην καὶ ἐντροπὴν οἱ μεγαλορρημονοῦντες ἐπ’ ἐμέ.	 que ceux qui ont parlé contre moi en se gonflant d'orgueil, soient enveloppés de crainte et de confusion.
34	27	a	ἀγαλλιάσαιντο καὶ εὐϕρανθείησαν οἱ θέλοντες τὴν δικαιοσύνην μου καὶ εἰπάτωσαν διὰ παντός 	Que ceux qui veulent ma justification soient dans la joie ; qu'ils tressaillent d'allégresse ; qu'ils ne cessent de dire : Dieu soit glorifié, et ceux qui désirent la paix de son serviteur.
34	27	b	Μεγαλυνθήτω ὁ κύριος, οἱ θέλοντες τὴν εἰρήνην τοῦ δούλου αὐτοῦ.	Que ceux qui veulent ma justification soient dans la joie ; qu'ils tressaillent d'allégresse ; qu'ils ne cessent de dire : Dieu soit glorifié, et ceux qui désirent la paix de son serviteur.
34	28		καὶ ἡ γλῶσσά μου μελετήσει τὴν δικαιοσύνην σου, ὅλην τὴν ἡμέραν τὸν ἔπαινόν σου.	Et ma langue célébrera ta justice ; elle chantera chaque jour tes louanges.
35	1	b	Εἰς τὸ τέλος· τῷ δούλῳ κυρίου τῷ Δαυιδ.	Jusqu'à la Fin. Psaume de David, serviteur du Seigneur.
35	2		Φησὶν ὁ παράνομος τοῦ ἁμαρτάνειν ἐν ἑαυτῷ, οὐκ ἔστιν ϕόβος θεοῦ ἀπέναντι τῶν ὀϕθαλμῶν αὐτοῦ·	L'injuste a dit en lui-même qu'il pécherait ; il n'a point devant les yeux la crainte du Seigneur.
35	3		ὅτι ἐδόλωσεν ἐνώπιον αὐτοῦ τοῦ εὑρεῖν τὴν ἀνομίαν αὐτοῦ καὶ μισῆσαι.	Car il a agi frauduleusement en sa présence, au point que son iniquité lui a attiré sa haine.
35	4		τὰ ῥήματα τοῦ στόματος αὐτοῦ ἀνομία καὶ δόλος, οὐκ ἐβουλήθη συνιέναι τοῦ ἀγαθῦναι·	Les paroles de sa bouche sont fraude et iniquité ; il n'a pas voulu comprendre pour faire le bien.
35	5		ἀνομίαν διελογίσατο ἐπὶ τῆς κοίτης αὐτοῦ, παρέστη πάσῃ ὁδῷ οὐκ ἀγαθῇ, τῇ δὲ κακίᾳ οὐ προσώχθισεν.	Sur sa couche, il a pensé au mal ; il s'est arrêté en toute voie mauvaise ; il n'a point haï la méchanceté.
35	6		κύριε, ἐν τῷ οὐρανῷ τὸ ἔλεός σου, καὶ ἡ ἀλήθειά σου ἕως τῶν νεϕελῶν·	Seigneur, ta miséricorde est au ciel, et ta vérité s'étend jusqu'aux nuages.
35	7	a	ἡ δικαιοσύνη σου ὡσεὶ ὄρη θεοῦ, τὰ κρίματά σου ἄβυσσος πολλή· 	Ta justice est comme les montagnes de Dieu ; tes jugements sont comme un abîme profond ;
35	7	b	ἀνθρώπους καὶ κτήνη σώσεις, κύριε.	 Seigneur, tu sauves les hommes et les bêtes.
35	8	a	ὡς ἐπλήθυνας τὸ ἔλεός σου, ὁ θεός·	Combien tu as multiplié ta miséricorde, ô mon Dieu !
35	8	b	 οἱ δὲ υἱοὶ τῶν ἀνθρώπων ἐν σκέπῃ τῶν πτερύγων σου ἐλπιοῦσιν.	 à l'ombre de tes ailes, les fils des hommes espéreront.
35	9		μεθυσθήσονται ἀπὸ πιότητος τοῦ οἴκου σου, καὶ τὸν χειμάρρουν τῆς τρυϕῆς σου ποτιεῖς αὐτούς·	Ils s'enivreront de l'abondance de ta demeure ; tu les abreuveras du torrent de tes délices.
35	10		ὅτι παρὰ σοὶ πηγὴ ζωῆς, ἐν τῷ ϕωτί σου ὀψόμεθα ϕῶς.	Car en toi est la fontaine de vie ; et dans ta lumière nous verrons la lumière.
35	11		παράτεινον τὸ ἔλεός σου τοῖς γινώσκουσίν σε καὶ τὴν δικαιοσύνην σου τοῖς εὐθέσι τῇ καρδίᾳ.	Étends ta miséricorde sur ceux qui te connaissent, et ta justice sur les hommes au cœur droit.
35	12		μὴ ἐλθέτω μοι ποὺς ὑπερηϕανίας, καὶ χεὶρ ἁμαρτωλῶν μὴ σαλεύσαι με.	Que le pied de l'orgueil ne vienne point jusqu'à moi ; que la main du pécheur ne m'ébranle jamais.
35	13		ἐκεῖ ἔπεσον οἱ ἐργαζόμενοι τὴν ἀνομίαν, ἐξώσθησαν καὶ οὐ μὴ δύνωνται στῆναι.	Là sont tombés les ouvriers d'iniquité ; ils ont été repoussés, et ils n'ont pu se tenir debout.
36	1	a	Τοῦ Δαυιδ. 	De David.
36	1	c	Μὴ παραζήλου ἐν πονηρευομένοις μηδὲ ζήλου τοὺς ποιοῦντας τὴν ἀνομίαν·	Ne cherche pas à imiter les méchants ; ne porte pas envie à ceux qui font le mal.
36	2		ὅτι ὡσεὶ χόρτος ταχὺ ἀποξηρανθήσονται καὶ ὡσεὶ λάχανα χλόης ταχὺ ἀποπεσοῦνται.	Car, comme l'herbe des champs, ils seront bientôt flétris ; comme la plante verte, ils ne tarderont pas à tomber.
36	3		ἔλπισον ἐπὶ κύριον καὶ ποίει χρηστότητα καὶ κατασκήνου τὴν γῆν, καὶ ποιμανθήσῃ ἐπὶ τῷ πλούτῳ αὐτῆς·	Espère au Seigneur et fais le bien ; habite la terre, et tu seras nourri de ses richesses.
36	4		κατατρύϕησον τοῦ κυρίου, καὶ δώσει σοι τὰ αἰτήματα τῆς καρδίας σου.	Délecte-toi dans le Seigneur, et il t'accordera ce que ton cœur aura demandé.
36	5		ἀποκάλυψον πρὸς κύριον τὴν ὁδόν σου καὶ ἔλπισον ἐπ’ αὐτόν, καὶ αὐτὸς ποιήσει	Révèle au Seigneur ta voie ; espère en lui, et il agira.
36	6		καὶ ἐξοίσει ὡς ϕῶς τὴν δικαιοσύνην σου καὶ τὸ κρίμα σου ὡς μεσημβρίαν.	Il manifestera ta justice comme une lumière, et ton jugement comme le midi.
36	7	a	ὑποτάγηθι τῷ κυρίῳ καὶ ἱκέτευσον αὐτόν·	Soumets-toi au Seigneur, et prie-le ;
36	7	b	 μὴ παραζήλου ἐν τῷ κατευοδουμένῳ ἐν τῇ ὁδῷ αὐτοῦ, ἐν ἀνθρώπῳ ποιοῦντι παρανομίας.	 ne porte pas envie à celui qui prospère dans sa voie, à l'homme qui commet des injustices.
36	8		παῦσαι ἀπὸ ὀργῆς καὶ ἐγκατάλιπε θυμόν, μὴ παραζήλου ὥστε πονηρεύεσθαι·	Calme ta colère, laisse tomber ton courroux ; ne cherche pas à devenir méchant ;
36	9		ὅτι οἱ πονηρευόμενοι ἐξολεθρευθήσονται, οἱ δὲ ὑπομένοντες τὸν κύριον αὐτοὶ κληρονομήσουσιν γῆν.	Car les méchants seront exterminés ; mais ceux qui attendent le Seigneur auront la terre pour héritage.
36	10		καὶ ἔτι ὀλίγον καὶ οὐ μὴ ὑπάρξῃ ὁ ἁμαρτωλός, καὶ ζητήσεις τὸν τόπον αὐτοῦ καὶ οὐ μὴ εὕρῃς·	Encore un peu de temps, et le pécheur ne sera plus ; tu chercheras sa place, et tu ne la trouveras point.
36	11		οἱ δὲ πραεῖς κληρονομήσουσιν γῆν καὶ κατατρυϕήσουσιν ἐπὶ πλήθει εἰρήνης.	Mais les doux auront la terre pour héritage, et ils se délecteront dans la plénitude de la paix.
36	12		παρατηρήσεται ὁ ἁμαρτωλὸς τὸν δίκαιον καὶ βρύξει ἐπ’ αὐτὸν τοὺς ὀδόντας αὐτοῦ·	Le pécheur épiera le juste, et il grincera des dents contre lui.
36	13		ὁ δὲ κύριος ἐκγελάσεται αὐτόν, ὅτι προβλέπει ὅτι ἥξει ἡ ἡμέρα αὐτοῦ.	Et le Seigneur se rira de lui ; car il voit que son jour approche.
36	14	a	ῥομϕαίαν ἐσπάσαντο οἱ ἁμαρτωλοί, ἐνέτειναν τόξον αὐτῶν 	Les pécheurs ont tiré l'épée ; ils ont tendu leur arc
36	14	b	τοῦ καταβαλεῖν πτωχὸν καὶ πένητα, τοῦ σϕάξαι τοὺς εὐθεῖς τῇ καρδίᾳ·	 pour abattre le pauvre et l'indigent, pour tuer ceux qui ont le cœur droit.
36	15		ἡ ῥομϕαία αὐτῶν εἰσέλθοι εἰς τὴν καρδίαν αὐτῶν, καὶ τὰ τόξα αὐτῶν συντριβείησαν.	Que leur glaive s'enfonce dans leur propre cœur, et que leur arc soit brisé !
36	16		κρεῖσσον ὀλίγον τῷ δικαίῳ ὑπὲρ πλοῦτον ἁμαρτωλῶν πολύν·	Mieux vaut la pauvreté du juste que les grandes richesses des pécheurs ;
36	17		ὅτι βραχίονες ἁμαρτωλῶν συντριβήσονται, ὑποστηρίζει δὲ τοὺς δικαίους κύριος.	Car les bras des pécheurs seront broyés, et le Seigneur affermit les justes.
36	18		γινώσκει κύριος τὰς ὁδοὺς τῶν ἀμώμων, καὶ ἡ κληρονομία αὐτῶν εἰς τὸν αἰῶνα ἔσται·	Le Seigneur connaît les voies des innocents, et leur héritage sera éternel.
36	19		οὐ καταισχυνθήσονται ἐν καιρῷ πονηρῷ καὶ ἐν ἡμέραις λιμοῦ χορτασθήσονται.	Dans les temps de détresse, ils ne seront point confondus, et aux jours de famine ils seront rassasiés.
36	20	a	ὅτι οἱ ἁμαρτωλοὶ ἀπολοῦνται, 	Mais les pécheurs périront, 
36	20	b	οἱ δὲ ἐχθροὶ τοῦ κυρίου ἅμα τῷ δοξασθῆναι αὐτοὺς καὶ ὑψωθῆναι ἐκλιπόντες ὡσεὶ καπνὸς ἐξέλιπον.	et les ennemis de Dieu sont à peine parvenus aux honneurs et à la gloire qu'ils s'évanouissent comme une fumée qui se disperse.
36	21		δανείζεται ὁ ἁμαρτωλὸς καὶ οὐκ ἀποτείσει, ὁ δὲ δίκαιος οἰκτίρει καὶ διδοῖ·	Le pécheur emprunte, et il ne rendra pas ; le juste a compassion, et il donne.
36	22		ὅτι οἱ εὐλογοῦντες αὐτὸν κληρονομήσουσι γῆν, οἱ δὲ καταρώμενοι αὐτὸν ἐξολεθρευθήσονται.	Ceux qui bénissent le Seigneur auront la terre pour héritage ; ceux qui le maudissent seront exterminés.
36	23		παρὰ κυρίου τὰ διαβήματα ἀνθρώπου κατευθύνεται, καὶ τὴν ὁδὸν αὐτοῦ θελήσει·	Les pas de l'homme sont conduits par le Seigneur, qui se complaira dans sa voie.
36	24		ὅταν πέσῃ, οὐ καταραχθήσεται, ὅτι κύριος ἀντιστηρίζει χεῖρα αὐτοῦ.	S'il tombe, il ne se brisera point ; car le Seigneur le soutient de sa main.
36	25	a	νεώτερος ἐγενόμην καὶ γὰρ ἐγήρασα 	J'ai été jeune et je suis devenu vieux, et je n'ai point vu le juste délaissé, ni ses enfants demander leur pain.
36	25	b	καὶ οὐκ εἶδον δίκαιον ἐγκαταλελειμμένον οὐδὲ τὸ σπέρμα αὐτοῦ ζητοῦν ἄρτους·	J'ai été jeune et je suis devenu vieux, et je n'ai point vu le juste délaissé, ni ses enfants demander leur pain.
36	26		ὅλην τὴν ἡμέραν ἐλεᾷ καὶ δανείζει, καὶ τὸ σπέρμα αὐτοῦ εἰς εὐλογίαν ἔσται.	Il est compatissant, et chaque jour il prête, et sa race sera bénie.
36	27		ἔκκλινον ἀπὸ κακοῦ καὶ ποίησον ἀγαθὸν καὶ κατασκήνου εἰς αἰῶνα αἰῶνος·	Détourne-toi du mal et fais le bien, et habite la terre dans les siècles des siècles.
36	28	a	ὅτι κύριος ἀγαπᾷ κρίσιν καὶ οὐκ ἐγκαταλείψει τοὺς ὁσίους αὐτοῦ, 	Car le Seigneur aime la justice, et il n'abandonnera jamais ses saints ;
36	28	c	εἰς τὸν αἰῶνα ϕυλαχθήσονται. ἄνομοι δὲ ἐκδιωχθήσονται, καὶ σπέρμα ἀσεβῶν ἐξολεθρευθήσεται·	 il les prendra sous garde éternellement ; les innocents seront vengés, et la race des impies sera détruite.
36	29		δίκαιοι δὲ κληρονομήσουσι γῆν καὶ κατασκηνώσουσιν εἰς αἰῶνα αἰῶνος ἐπ’ αὐτῆς.	Les justes auront la terre pour héritage, et ils l'habiteront durant les siècles des siècles.
36	30		στόμα δικαίου μελετήσει σοϕίαν, καὶ ἡ γλῶσσα αὐτοῦ λαλήσει κρίσιν·	La bouche du juste méditera la sagesse, et sa langue parlera la justice.
36	31		ὁ νόμος τοῦ θεοῦ αὐτοῦ ἐν καρδίᾳ αὐτοῦ, καὶ οὐχ ὑποσκελισθήσεται τὰ διαβήματα αὐτοῦ.	La loi de son Dieu est dans son cœur, et ses pas ne seront jamais chancelants.
36	32		κατανοεῖ ὁ ἁμαρτωλὸς τὸν δίκαιον καὶ ζητεῖ τοῦ θανατῶσαι αὐτόν,	Le pécheur épie le juste ; il cherche à le faire périr.
36	33		ὁ δὲ κύριος οὐ μὴ ἐγκαταλίπῃ αὐτὸν εἰς τὰς χεῖρας αὐτοῦ οὐδὲ μὴ καταδικάσηται αὐτόν, ὅταν κρίνηται αὐτῷ.	Mais le Seigneur ne le laissera pas en ses mains, et il ne le condamnera pas lorsqu'il sera jugé par le pécheur.
36	34	a	ὑπόμεινον τὸν κύριον καὶ ϕύλαξον τὴν ὁδὸν αὐτοῦ, καὶ ὑψώσει σε τοῦ κατακληρονομῆσαι γῆν· 	Attends le Seigneur et garde sa voie, et il t'élèvera pour que tu hérites de la terre ; et lorsque les pécheurs auront péri, tu verras !
36	34	b	ἐν τῷ ἐξολεθρεύεσθαι ἁμαρτωλοὺς ὄψῃ.	Attends le Seigneur et garde sa voie, et il t'élèvera pour que tu hérites de la terre ; et lorsque les pécheurs auront péri, tu verras !
36	35		εἶδον ἀσεβῆ ὑπερυψούμενον καὶ ἐπαιρόμενον ὡς τὰς κέδρους τοῦ Λιβάνου·	J'ai vu l'impie fier, exalté et élevé comme les cèdres du Liban :
36	36		καὶ παρῆλθον, καὶ ἰδοὺ οὐκ ἦν, καὶ ἐζήτησα αὐτόν, καὶ οὐχ εὑρέθη ὁ τόπος αὐτοῦ.	J'ai passée et voilà qu'il n'était plus ; et je l'ai cherché, et sa place n'a point été retrouvée.
36	37		ϕύλασσε ἀκακίαν καὶ ἰδὲ εὐθύτητα, ὅτι ἔστιν ἐγκατάλειμμα ἀνθρώπῳ εἰρηνικῷ·	Garde l'innocence, aie en vue la droiture ; car il a une attente l'homme pacifique.
36	38		οἱ δὲ παράνομοι ἐξολεθρευθήσονται ἐπὶ τὸ αὐτό, τὰ ἐγκαταλείμματα τῶν ἀσεβῶν ἐξολεθρευθήσονται.	Mais les pervers seront exterminés tous à la fois ; le résidu des impies sera exerminé.
36	39		σωτηρία δὲ τῶν δικαίων παρὰ κυρίου, καὶ ὑπερασπιστὴς αὐτῶν ἐστιν ἐν καιρῷ θλίψεως,	Le salut des justes vient du Seigneur ; il est leur appui au temps de l'affliction,
36	40	a	καὶ βοηθήσει αὐτοῖς κύριος καὶ ῥύσεται αὐτοὺς 	Et le Seigneur les soutiendra, et il les délivrera,
36	40	b	καὶ ἐξελεῖται αὐτοὺς ἐξ ἁμαρτωλῶν καὶ σώσει αὐτούς, ὅτι ἤλπισαν ἐπ’ αὐτόν.	 et il les ravira aux pécheurs, et il les sauvera, parce qu'ils ont espéré en lui.
37	1	a	Ψαλμὸς τῷ Δαυιδ· εἰς ἀνάμνησιν περὶ σαββάτου.	Psaume de David, pour se souvenir du Sabbat.
37	2		Κύριε, μὴ τῷ θυμῷ σου ἐλέγξῃς με μηδὲ τῇ ὀργῇ σου παιδεύσῃς με.	Seigneur, ne me réprimande pas dans ta fureur ; ne me châtie pas dans ta colère.
37	3		ὅτι τὰ βέλη σου ἐνεπάγησάν μοι, καὶ ἐπεστήρισας ἐπ’ ἐμὲ τὴν χεῖρά σου·	Car tes flèches m'ont transpercé, et tu as appesanti sur moi ta main.
37	4	a	οὐκ ἔστιν ἴασις ἐν τῇ σαρκί μου ἀπὸ προσώπου τῆς ὀργῆς σου, 	En ma chair il n'est plus rien de sain en face de ta colère ; il n'est point de paix pour mes os en face de mes péchés.
37	4	b	οὐκ ἔστιν εἰρήνη τοῖς ὀστέοις μου ἀπὸ προσώπου τῶν ἁμαρτιῶν μου.	En ma chair il n'est plus rien de sain en face de ta colère ; il n'est point de paix pour mes os en face de mes péchés.
37	5		ὅτι αἱ ἀνομίαι μου ὑπερῆραν τὴν κεϕαλήν μου, ὡσεὶ ϕορτίον βαρὺ ἐβαρύνθησαν ἐπ’ ἐμέ.	Car mes iniquités se sont accumulées plus haut que ma tête ; elles me pèsent comme un lourd fardeau.
37	6		προσώζεσαν καὶ ἐσάπησαν οἱ μώλωπές μου ἀπὸ προσώπου τῆς ἀϕροσύνης μου·	Mes meurtrissures sont infectes et gangrenées à cause de ma folie.
37	7		ἐταλαιπώρησα καὶ κατεκάμϕθην ἕως τέλους, ὅλην τὴν ἡμέραν σκυθρωπάζων ἐπορευόμην.	Je suis devenu misérable, entièrement courbé ; j'ai marché tout le jour, plein de tristesse.
37	8		ὅτι αἱ ψύαι μου ἐπλήσθησαν ἐμπαιγμῶν, καὶ οὐκ ἔστιν ἴασις ἐν τῇ σαρκί μου·	Mes flancs ont été remplis de moqueries, et il n'est rien de sain dans ma chair.
37	9		ἐκακώθην καὶ ἐταπεινώθην ἕως σϕόδρα, ὠρυόμην ἀπὸ στεναγμοῦ τῆς καρδίας μου.	J'ai été affligé et j'ai été humilié à l'excès ; je rugissais à cause des gémissements de mon cœur.
37	10		κύριε, ἐναντίον σου πᾶσα ἡ ἐπιθυμία μου, καὶ ὁ στεναγμός μου ἀπὸ σοῦ οὐκ ἐκρύβη.	Tout mon désir est devant toi ; mon gémissement ne t'est point caché.
37	11		ἡ καρδία μου ἐταράχθη, ἐγκατέλιπέν με ἡ ἰσχύς μου, καὶ τὸ ϕῶς τῶν ὀϕθαλμῶν μου καὶ αὐτὸ οὐκ ἔστιν μετ’ ἐμοῦ.	Mon cœur est troublé, ma force a défailli, et la lumière de mes yeux n'est point avec moi.
37	12	a	οἱ ϕίλοι μου καὶ οἱ πλησίον μου ἐξ ἐναντίας μου ἤγγισαν καὶ ἔστησαν, 	Mes amis et mes proches se sont avancés et arrêtés contre moi,
37	12	b	καὶ οἱ ἔγγιστά μου ἀπὸ μακρόθεν ἔστησαν·	 et ceux qui m'approchaient de plus près se sont tenus au loin ;
37	13	a	καὶ ἐξεβιάσαντο οἱ ζητοῦντες τὴν ψυχήν μου, 	Tandis que j'étais pressé avec violence par ceux qui cherchaient à m'ôter la vie, 
37	13	b	καὶ οἱ ζητοῦντες τὰ κακά μοι ἐλάλησαν ματαιότητας καὶ δολιότητας ὅλην τὴν ἡμέραν ἐμελέτησαν.	et que ceux qui pensaient à mal contre moi disaient des paroles menteuses, et tout le long du jour inventaient des tromperies.
37	14		ἐγὼ δὲ ὡσεὶ κωϕὸς οὐκ ἤκουον καὶ ὡσεὶ ἄλαλος οὐκ ἀνοίγων τὸ στόμα αὐτοῦ	Mais moi je ne les entendais non plus qu'un sourd, et comme un muet je n'ouvrais pas la bouche.
37	15		καὶ ἐγενόμην ὡσεὶ ἄνθρωπος οὐκ ἀκούων καὶ οὐκ ἔχων ἐν τῷ στόματι αὐτοῦ ἐλεγμούς.	J'étais devenu semblable à un homme qui n'entend rien, et n'a rien à répliquer en sa bouche.
37	16		ὅτι ἐπὶ σοί, κύριε, ἤλπισα· σὺ εἰσακούσῃ, κύριε ὁ θεός μου.	Car, ô Seigneur, j'espérais en toi, et tu m'exauceras, Seigneur mon Dieu !
37	17		ὅτι εἶπα Μήποτε ἐπιχαρῶσίν μοι οἱ ἐχθροί μου· καὶ ἐν τῷ σαλευθῆναι πόδας μου ἐπ’ ἐμὲ ἐμεγαλορρημόνησαν.	Et j'ai dit : Que je ne sois point pour mes ennemis un sujet de joie, ceux qui parlaient orgueilleusement contre moi quand mes pieds étaient chancelants.
37	18		ὅτι ἐγὼ εἰς μάστιγας ἕτοιμος, καὶ ἡ ἀλγηδών μου ἐνώπιόν μου διὰ παντός.	Car je suis prêt à être flagellé, et ma douleur m'est toujours présente.
37	19		ὅτι τὴν ἀνομίαν μου ἐγὼ ἀναγγελῶ καὶ μεριμνήσω ὑπὲρ τῆς ἁμαρτίας μου.	Et je déclarerai mon iniquité ; et je serai dans la douleur au sujet de mon péché.
37	20		οἱ δὲ ἐχθροί μου ζῶσιν καὶ κεκραταίωνται ὑπὲρ ἐμέ, καὶ ἐπληθύνθησαν οἱ μισοῦντές με ἀδίκως·	Cependant mes ennemis sont vivants, et ils se sont fortifiés contre moi, et le nombre de ceux qui me haïssent injustement s'est multiplié.
